shop_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,payout_period,approval_rate,offer_score,recommend_score,avg_order_value,application_review,offer_status,program_id,mkp_listing_id,apply_url,hashtags,shop_plan
106483,Graphene,https://graphene-wpf.com,graphene-branding.myshopify.com,"Jewelry & Accessories, Others",20% per order,30,No data yet,,7.84%,1.47,1.81,145.3,manual,2,120963,25091,https://af.uppromote.com/graphene-branding/register,"[""""]",Free
182234,GraphicPulse,https://graphicpulse.store,epjw81-fw.myshopify.com,Art,40% per order,30,No data yet,,5.88%,0.7,,,manual,2,207765,33850,https://af.uppromote.com/epjw81-fw/register,"[""""]",Free
47875,GraphicRugs,https://www.graphicrugs.com,graphicrugs-com.myshopify.com,"Fashion, Home & Tools, Art",10% per order,30,No data yet,,90.57%,1.32,1.61,299.1,auto,2,53369,9529,https://af.uppromote.com/GraphicRugs/register,[],Free
3707,Grassracks - Bamboo Surfboard Racks | SUP Racks | Ski Racks | Bike Racks,https://www.grassracks.com,grassracks.myshopify.com,"Sports & Entertainment, Home & Tools, Toys & Hobbies",8% per order,30,100%,,47.06%,1.32,1.61,178.2,manual,2,4377,6900,https://af.uppromote.com/grassracks/register,"[""#ski"", ""#snowboard"", ""#bike"", ""#skate"", ""#skateboard"", ""#surf"", ""#surfing"", ""#paddleboard"", ""#windsurf"", ""#wakeboard"", ""#longboard"", ""#mtb"", ""#roadbike"", ""#cycling"", ""#homedecor"", ""#interiordesign"", ""#homestorage""]",Free Plan
61575,Grateful Hearts,https://www.gratefulhearts.com,thegratefulhearts.myshopify.com,"Fashion, Jewelry & Accessories, Art",10% per order,30,No data yet,,3.03%,0.77,0.92,0,manual,2,69559,14159,https://af.uppromote.com/thegratefulhearts/register,[],Free
108314,Grateful Little People,https://gratefullittlepeople.com,grateful-little-people.myshopify.com,Mom & Kids,10% per order,30,No data yet,,4.76%,0.67,0.69,0,manual,2,123001,25511,https://af.uppromote.com/grateful-little-people/register,"[""""]",Free
81501,Graticube,https://buy.graticube.game,graticube.myshopify.com,"Toys & Hobbies, Gaming",10% per order,30,No data yet,,69.57%,0.77,0.77,0,auto,2,93359,19704,https://af.uppromote.com/graticube/register,[],Free
160353,Gratisstore.nl,https://gratisstore.nl/products/shopify-store-kr,gratisstore-nl.myshopify.com,Others,35% per order,30,0%,,18.18%,0.72,,,manual,2,182369,31411,https://af.uppromote.com/gratisstore-nl/register,"[""""]",Free
123348,Graverade Gåvor,https://graveradegavor.com,f8c484-2.myshopify.com,"Jewelry & Accessories, Fashion",20% per order,30,No data yet,,54.17%,0.8,0.84,,manual,2,139874,27699,https://af.uppromote.com/f8c484-2/register,"[""""]",Free
26448,Gravie's,https://gravies.shop,gravies-llc.myshopify.com,"Fashion, Beauty & Health, Mom & Kids",10% per order,30,80.77%,,71.67%,1.02,1.24,58.1,manual,2,28640,4052,https://af.uppromote.com/gravies-llc/register,[],Free
161240,Gravity Caddy Canada ,https://gravitycaddy.ca,gravitycaddy-canada.myshopify.com,Sports & Entertainment,5% per order,60,0%,,68.18%,1.6400000000000001,1.87,177.6,manual,2,183366,31527,https://af.uppromote.com/gravitycaddy/register,"[""""]",Free
217593,Gravity Mat,https://gravitymat.com,bwppet-ba.myshopify.com,"Wellness & Lifestyle, Sports & Entertainment, Retail & Consumer goods",20% per order,30,No data yet,1st of every month,27.27%,1.34,1.5,142.8,manual,2,251679,36068,https://affiliates.gravitymat.com/bwppet-ba/register,"[""""]",Professional
63007,Gravity Razors,https://gravityrazors.com,gravity-razors.myshopify.com,Beauty & Health,10% per order,30,0%,,39.39%,1.32,1.7,19.3,manual,2,71343,14607,https://af.uppromote.com/gravity-razors/register,[],Free
93328,Gravurtech,https://gravur-tech.de,gravurtech.myshopify.com,Mom & Kids,15% per order,30,No data yet,,33.33%,0.77,,,manual,2,106527,22329,https://af.uppromote.com/gravurtech/register,"[""""]",Free
17150,Gray Viking Games,https://www.grayvikinggames.com,gray-viking-games.myshopify.com,Gaming,10% per order,30,94.86%,,37.5%,4.2,4.37,11.6,manual,2,18410,1453,https://af.uppromote.com/gray-viking-games/register,[],Enterprise
129486,Gray and Rose,https://grayandrose.com,grayandrose.myshopify.com,"Fashion, Jewelry & Accessories",10% per order,30,No data yet,,3.23%,0.97,1.09,0,manual,2,146619,28151,https://af.uppromote.com/grayandrose/register,"[""""]",Free
199159,Grazer Weed Cutter,https://grazerweedcutter.com,grazer-weed-cutter.myshopify.com,"Garden & Outdoors, Home & Tools",30% per order,30,66.67%,,95.24%,1.79,2.11,156.7,auto,2,227843,34841,https://af.uppromote.com/grazer-weed-cutter/register,"[""#grazer"", ""#weedcutter"", ""#grasscutter"", ""#weedtrimmer"", ""#grasstrimmer"", ""#bushcutter"", ""#brushcutter"", ""#lawn"", ""#garden"", ""#lawncare""]",Free
93848,Great Canadian Fishing Store,https://greatcanadianfishingstore.com,great-canadian-fishing-store.myshopify.com,Sports & Entertainment,5% per order,30,50%,,61.7%,1.12,1.25,58.96,manual,2,107117,27076,https://af.uppromote.com/great-canadian-fishing-store/register,"[""""]",Free
65905,Great Dane Coffee Company,https://greatdanecoffeecompany.com,great-dane-coffee-company.myshopify.com,"Fashion, Grocery & Food, Pet supplies",10% per order,30,87.5%,,8.57%,1.12,1.14,36.9,manual,2,74926,15527,https://af.uppromote.com/great-dane-coffee-company/register,[],Free
87234,Great White Magnetics,https://greatwhitemagnetics.com.au,great-white-magnetics-5638.myshopify.com,Sports & Entertainment,10% per order,30,No data yet,,5.26%,1.1,1.1,175.83,manual,2,99669,21059,https://af.uppromote.com/great-white-magnetics/register,[],Free
255574,GreaterT,https://www.greatert.com,csmdba-ks.myshopify.com,Health & Beauty,30% per order,90,100%,Within 30 days of each sale.,66.67%,,,67.6,manual,2,299332,39802,https://af.uppromote.com/csmdba-ks/register,"[""""]",Professional
172163,Greatuses,https://s3p8rg-z1.myshopify.com,s3p8rg-z1.myshopify.com,"Fashion, Computers & Office",12% per order,30,No data yet,,90.91%,1.1,,,auto,2,195880,32775,https://af.uppromote.com/s3p8rg-z1/register,"[""""]",Free
40269,Greek-Kit,https://greek-kit.com,greek-kit.myshopify.com,"Sports & Entertainment, Art, Computers & Office",7.50% per order,30,66.67%,,27.59%,0.97,1.18,61.8,manual,2,45111,7145,https://af.uppromote.com/greek-kit/register,[],Free
275005,Green Enkd Society,https://greenenkdsociety.myshopify.com,ysnqb4-ms.myshopify.com,"Arts & Entertainment, Apparel & Accessories",15% per order,30,No data yet,Affiliates are paid monthly for approved commissions. Payments are typically processed during the first week of each month after orders are fulfilled and no longer eligible for refunds or cancellations. Top affiliates may qualify for higher commissions.,100%,,,49.6,manual,2,325518,39945,https://af.uppromote.com/ysnqb4-ms/register,"[""#greenenkdsociety"", ""#streetwear"", ""#graphictees"", ""#hiphopculture"", ""#alternativefashion"", ""#skullart"", ""#undergroundhiphop"", ""#tattooculture"", ""#streetstyle"", ""#independentbrand""]",growth_affiliate
86171,Green Haus Foods,https://greenhausfoods.com,green-goods-express.myshopify.com,Grocery & Food,10%-15% per order,30,2.63%,,42.62%,0.85,0.85,193.3,manual,2,98618,20841,https://af.uppromote.com/green-goods-express/register,[],Free
95986,Green Llama,https://greenllamaclean.com/collections/shop-ecofriendly-effective-household-cleaners,greenllamaclean.myshopify.com,"Grocery & Food, Others, Home & Tools",10% per order,30,85.95%,,8.11%,2.24,2.8,38.4,manual,2,239706,35560,https://af.uppromote.com/greenllamaclean/register,"[""""]",Professional
182363,Green Stand Market,https://greenstandmarket.com,green-stand-market.myshopify.com,"Grocery & Food, Home & Tools",30% per order,30,No data yet,,95.24%,1.12,1.28,0,auto,2,207916,33865,https://af.uppromote.com/green-stand-market/register,"[""#cooking"", ""#organization"", ""#kitchen"", ""#organizer"", ""#home"", ""#tool""]",Free
43235,Green Tidings,https://www.greentidings.com,green-tidings.myshopify.com,"Fashion, Beauty & Health",5%-15% per order,30,46.3%,,95.38%,3.56,4.49,47.3,auto,2,47866,8168,https://af.uppromote.com/green-tidings/register,[],Free
126313,GreenComposites,https://greencomposites.co.uk,06a02b-4.myshopify.com,Home & Tools,15% per order,30,No data yet,,20%,0.72,,,manual,2,143179,27866,https://af.uppromote.com/evergreenhybrid/register,"[""""]",Free
164906,GreenEssence Skincare ,https://greenessenceskincare.com,e091d9-52.myshopify.com,Beauty & Health,10% per order,30,No data yet,,83.33%,,,,manual,2,187538,31913,https://af.uppromote.com/e091d9-52/register,"[""""]",Free
107909,GreenGlow,https://greenglow.us/,mistybreeze-7850.myshopify.com,Home & Tools,40% per order,30,No data yet,,37.5%,0.77,,,manual,2,122551,27500,https://af.uppromote.com/greenglow/register,"[""#    #EcoFriendly     #SustainableLiving     #GreenLiving     #EcoProducts     #BambooProducts     #WoodProducts     #SustainableDesign     #NaturalLiving     #GreenHome     #ZeroWaste     #EnvironmentallyFriendly     #ReduceReuseRecycle     #Biodegradable     #EthicalConsumerism     #ConsciousLiving     #GreenChoices     #RenewableMaterials     #PlanetFriendly     #NaturalMaterials     #GoGreen""]",Free
40251,GreenTreePuzzles,https://greentreepuzzles.com,greentreepuzzles.myshopify.com,"Jewelry & Accessories, Gaming",15% per order,30,No data yet,,7.41%,0.77,0.77,40.7,manual,2,44407,7135,https://af.uppromote.com/greentreepuzzles/register,[],Free
162946,GreenWave Seeds,https://greenwave-seeds.com,1b2690-e3.myshopify.com,Garden & Outdoors,10% per order,30,0%,,100%,,,,manual,2,185344,32267,https://af.uppromote.com/1b2690-e3/register,"[""#cannabis"", ""#seeds"", ""#samen"", ""#gras"", ""#marijuana"", ""#anbauen"", ""#pflanzen"", ""#garten""]",Free
154687,Greener,https://greenerwear.eu,greener-wear-shop.myshopify.com,Fashion,15% per order,30,100%,,100%,1.32,1.61,92.9,manual,2,175904,31270,https://af.uppromote.com/greener-wear-shop/register,"[""""]",Free
54434,Greenworkspower,https://www.greenworkspower.com,greenworkspower.myshopify.com,"Home & Tools, Garden & Outdoors, Toys & Hobbies",8% per order,30,0%,,86.36%,1.12,1.12,0,auto,2,60910,11577,https://af.uppromote.com/greenworkspower/register,[],Free
80789,Griffy's Organics,https://griffysorganics.com,griffysorganics21.myshopify.com,"Beauty & Health, Grocery & Food, Others",10% per order,30,59.7%,,98.13%,3.48,5.36,64.8,auto,2,92574,33270,https://af.uppromote.com/griffysorganics/register,"[""#itsbetterraw""]",Professional
110956,Grill Game,https://grillgame.com/products/g2-8-in-1-grill,grill-game.myshopify.com,"Sports & Entertainment, Garden & Outdoors, Others",10% per order,30,100%,,5.26%,1.4,1.89,376.9,manual,2,125898,26033,https://af.uppromote.com/grillgame/register,"[""""]",Free
216693,Grillvia,https://grillvia.com,w0ytip-id.myshopify.com,Garden & Outdoors,5% per order,30,No data yet,,0%,0.92,,,manual,2,250548,35981,https://af.uppromote.com/w0ytip-id/register,"[""""]",growth_affiliate
267408,Grim Shadows Studios,https://grimshadowsstudios.com,ttvgjb-vm.myshopify.com,"Arts & Entertainment, Apparel & Accessories",20% per order,30,No data yet,1st of the next month after 30 days of the sale.,100%,,,0,auto,2,315912,39366,https://af.uppromote.com/ttvgjb-vm/register,"[""#grimdark"", ""#goth"", ""#gothic"", ""#gothfashion"", ""#darkfashion"", ""#emofashion"", ""#cyberpunkfashion"", ""#cyberpunk"", ""#lovecraftian.""]",growth_affiliate
152824,Grim Temptations,https://grimtemptations.com,4d0e0c-3.myshopify.com,Beauty & Health,7% per order,30,No data yet,,42.86%,0.8,,0,manual,2,173659,30712,https://af.uppromote.com/4d0e0c-3/register,"[""#skulldiffuser"", ""#airfreshener"", ""#grimtemptations"", ""#goth"", ""#carfreshie""]",Free
202985,Grind Tape,https://www.grindtape.com.au,202136-69.myshopify.com,"Others, Sports & Entertainment",10% per order,30,100%,,25%,1.07,1.26,0,manual,2,232838,35224,https://af.uppromote.com/202136-69/register,"[""""]",growth_affiliate
175776,Grinenko & Co,https://shop.grinenko.co,ufbcrp-dn.myshopify.com,"Sports & Entertainment, Garden & Outdoors",50% per order,30,No data yet,,93.75%,,,,auto,2,200237,33212,https://af.uppromote.com/grinenkocorp/register,"[""""]",Free
196653,Grip Puppy,https://grip-puppy.com,grip-puppy.myshopify.com,Automobiles & Motorcycles,10% per order,30,No data yet,,16.67%,1.5699999999999998,2.04,19.83,manual,2,224567,34598,https://af.uppromote.com/grip-puppy/register,"[""""]",growth_affiliate
36858,Grip Spritz,https://gripspritz.net,grip-spritz.myshopify.com,Sports & Entertainment,15% per order,30,92.43%,,99.28%,3.48,3.69,30.8,auto,2,40392,6413,https://af.uppromote.com/grip-spritz/register,[],Free
180411,GripBro,https://gripbro.com,7vdvnu-u8.myshopify.com,Sports & Entertainment,15% per order,31,No data yet,,28.57%,,,,manual,2,205671,33673,https://af.uppromote.com/gripbro/register,"[""""]",Free
93571,Grippadel,https://grippadel.com,padelespana.myshopify.com,Sports & Entertainment,15% per order,30,0%,,61.36%,1.3,1.42,29.53,manual,2,106789,27166,https://af.uppromote.com/grippadel/register,"[""""]",Free
153333,Gripsocks,https://gripsocks.ca,gripsock-6075.myshopify.com,Sports & Entertainment,20% per order,30,0%,,77.08%,1.3900000000000001,1.58,40.41,manual,2,174308,30569,https://af.uppromote.com/lovegripsocks/register,"[""#pilate"", ""#yoga"", ""#fitness"", ""#gripsocks"", ""#pilatestudio"", ""#pilateclass"", ""#healthylifestyle"", ""#womenhealth"", ""#barre"", ""#girl'spower"", ""#socks"", ""#fitnesssocks""]",Free
107478,GritSlim,https://gritslim.shop,gritslim.myshopify.com,Others,10% per order,30,60.29%,,97.16%,1.42,1.65,84.4,auto,2,122088,25833,https://af.uppromote.com/gritslim/register,"[""#gritslim""]",Free
106686,Grizzee,https://www.grizzee.com,dog-lovers-pet-products.myshopify.com,"Home & Tools, Garden & Outdoors, Grocery & Food",8% per order,30,0%,,66.67%,0.8,0.93,0,manual,2,121196,25160,https://af.uppromote.com/Grizzeecoffee/register,"[""#coffee"", ""#coffeebeans"", ""#coffeemugs"", ""#digitalproduct"", ""#digitaldownload""]",Free
50583,GrizzlyFish,https://www.grizzlyfishoutdoors.com,bulltrout.myshopify.com,"Fashion, Sports & Entertainment, Grocery & Food",10% per order,30,0%,,25%,0.8,,,manual,2,56484,10389,https://af.uppromote.com/grizzlyfishoutdoors/register,[],Free
108439,Grlfriend Club,https://grlfriendclub.com,girlstaycute.myshopify.com,Fashion,10% per order,30,No data yet,,54.17%,0.75,0.82,0,manual,2,123132,25529,https://af.uppromote.com/GrlfriendClub/register,"[""""]",Free
54613,Groove Masters Percussion,https://gmpercussion.myshopify.com,gmpercussion.myshopify.com,Others,10% per order,30,No data yet,,0%,1,1,452.83,manual,2,61129,11651,https://af.uppromote.com/gmpercussion/register,[],Free
95002,Groovy Glassware,https://groovyglassware.com,groovy-glassware.myshopify.com,Others,10% per order,30,93.75%,,60.18%,1.44,1.77,0,manual,2,108377,22660,https://af.uppromote.com/groovy-glassware/register,"[""""]",Free
108881,Ground Bond,https://lumoaura.com,lumo-aura.myshopify.com,Beauty & Health,20% per order,30,No data yet,,23.08%,0.72,,,manual,2,123651,25772,https://af.uppromote.com/lumo-aura/register,"[""""]",Free
54238,Grounded Drops,https://groundeddrops.com.au,gounded-drops.myshopify.com,Grocery & Food,20% per order,60,99.32%,,12.5%,2.44,2.49,73.06,manual,2,60666,11507,https://af.uppromote.com/groundeddrops/register,[],Professional
242622,Grounding Essentials,https://groundingessentials.com,3e2da9-2.myshopify.com,Health & Beauty,15% per order,30,47.37%,"We pay commissions on the 1st of every month.

Hold Period:
Only commissions from orders that are older than 45 days (to allow for returns and verification) will be included in that month’s payout.",90.21%,2.4699999999999998,3.51,182.69,manual,2,289847,37245,https://af.uppromote.com/groundingessentials/register,"[""#grounding"", ""#biohacking"", ""#earthing""]",Professional
259719,Group of Nations America250,https://group-nations-250.myshopify.com,group-nations-250.myshopify.com,Arts & Entertainment,20% per order,30,0%,quarterly,95.24%,,,70,manual,2,321664,39728,https://af.uppromote.com/group-nations-250/register,"[""""]",growth_affiliate
60793,Grow Sow Greener,https://www.growsowgreener.co.uk,grow-sow-greener.myshopify.com,"Home & Tools, Garden & Outdoors, Grocery & Food",5% per order,30,54.4%,,28.57%,2.22,2.22,51.13,manual,2,68583,13806,https://af.uppromote.com/grow-sow-greener/register,[],Free
159266,Grower Gear ,https://growergearshop.com,the-pink-haus-store.myshopify.com,"Fashion, Art",10% per order,30,No data yet,Quarterly,100%,,,49.8,auto,2,181163,39289,https://af.uppromote.com/GrowerGearShop/register,"[""#streetwear"", ""#420"", ""#fashion"", ""#apparel""]",Free
51427,Grunk Dolfer,https://grunkdolfer.com,grunk-dolfer.myshopify.com,"Fashion, Sports & Entertainment",15% per order,30,34.43%,,63.54%,2.42,2.42,48.7,manual,2,57487,10655,https://af.uppromote.com/grunk-dolfer/register,[],Professional
75994,Gryphon,https://gryphonconnect.com,gryph-on.myshopify.com,"Mom & Kids, Computers & Office, Electronics",10% per order,30,93.11%,,99.64%,,,285.6,auto,2,87095,19288,https://af.uppromote.com/gryphonconnect/register,[],Professional
66072,Gsign.gg,http://gsign.gg,pontus-989.myshopify.com,"Home & Tools, Computers & Office, Gaming",7% per order,30,0%,,63.64%,1.04,1.04,2078.23,manual,2,75111,15571,https://af.uppromote.com/gsign/register,[],Free
106147,Guardian Wooden Toys,https://guardianwoodentoys.com,guardian-wooden-toys.myshopify.com,"Mom & Kids, Toys & Hobbies",15% per order,30,No data yet,,37.5%,0.77,,,manual,2,120535,25005,https://af.uppromote.com/guardian-wooden-toys/register,"[""""]",Free
180427,Gubay,https://www.gubay.in,0mvnau-11.myshopify.com,Fashion,20% per order,30,No data yet,,100%,0.92,,0,auto,2,205688,33686,https://af.uppromote.com/gubay/register,"[""#plussize"", ""#woman"", ""#fashion""]",Free
51731,Gudmom,https://1organic.in,basillia-organics.myshopify.com,Grocery & Food,10% per order,90,0%,,100%,1.2,1.2,0,auto,2,57822,10743,https://af.uppromote.com/basillia-organics/register,[],Free
4024,Gudsen MOZA,https://store.gudsen.com,gudsenstore.myshopify.com,"Toys & Hobbies, Electronics, Phone & Telecommunication",8% per order,60,35.64%,,99.83%,1.67,1.89,0,auto,2,4712,87,https://af.uppromote.com/gudsenstore/register,[],Professional
282824,Guerilla Choice,https://guerillajewelry.com,guerilla-choice.myshopify.com,Apparel & Accessories,11% per order,60,No data yet,"Commissions are validated after a 30-day review period and paid monthly between the 1st and 5th, once the $50 minimum payout is reached. Payments are available via PayPal or bank transfer.",100%,,,82.7,auto,2,335556,40554,https://af.uppromote.com/guerilla-choice/register,"[""#jewelry"", ""#finejewelry"", ""#fashion"", ""#luxury"", ""#moissanite"", ""#goldjewelry"", ""#diamondjewelry"", ""#sterlingsilver"", ""#pearljewelry"", ""#giftideas""]",growth_affiliate
